Year,Player,Pos,TRB,AST,PTS,PPG,RPG,APG,
1990,Gary Grant,PG,195,442,575,13,4,10,
1990,Greg Grant,PG,59,168,208,3,1,3,
1990,Harvey Grant,PF,342,131,664,8,4,2,
1990,Horace Grant,PF,629,227,1071,13,8,3,
1990,Stuart Gray,C,145,19,116,2,3,0,
1990,Stuart Gray,C,131,17,101,3,3,0,
1990,Stuart Gray,C,14,2,15,1,1,0,
1990,Jeff Grayer,SF,217,107,548,8,3,2,
1990,A.C. Green,PF,712,90,1061,13,9,1,
1990,Rickey Green,PG,54,182,244,4,1,3,
1990,Sidney Green,C,588,99,761,10,8,1,
1990,Dave Greenwood,PF,78,12,60,2,2,0,
1990,Darrell Griffith,SG,166,63,733,9,2,1,
1990,Scott Haffner,PG,51,80,196,5,1,2,
1990,Jack Haley,PF,300,26,361,5,4,0,
1990,Jack Haley,PF,18,4,25,2,2,0,
1990,Jack Haley,PF,282,22,336,6,5,0,
1990,Tom Hammonds,PF,168,51,321,5,3,1,
1990,Bob Hansen,SG,229,149,617,8,3,2,
1990,Bill Hanzlik,PF,207,186,500,6,3,2,
1990,Tim Hardaway,PG,310,689,1162,15,4,9,
1990,Derek Harper,PG,244,609,1473,18,3,7,
1990,Ron Harper,SG,206,182,798,23,6,5,
1990,Ron Harper,SG,48,49,154,22,7,7,
1990,Ron Harper,SG,158,133,644,23,6,5,
1990,Steve Harris,SG,10,1,31,2,1,0,
1990,Scott Hastings,PF,32,8,42,1,1,0,
1990,Hersey Hawkins,SG,304,261,1515,18,4,3,
1990,Gerald Henderson,PG,43,74,135,2,1,1,
1990,Gerald Henderson,PG,12,13,27,2,1,1,
1990,Gerald Henderson,PG,31,61,108,2,1,1,
1990,Mike Higgins,SF,4,3,14,1,0,0,
1990,Mike Higgins,SF,1,1,1,0,0,0,
1990,Mike Higgins,SF,3,2,13,3,1,0,
1990,Rod Higgins,PF,422,129,909,11,5,2,
1990,Roy Hinson,PF,172,22,376,15,7,1,
1990,Craig Hodges,SG,53,110,407,6,1,2,
1990,Mike Holton,PG,2,16,29,2,0,1,
1990,Dave Hoppen,C,36,6,40,4,4,1,
1990,Dennis Hopson,SG,279,151,1251,16,4,2,
1990,Tito Horford,C,59,2,51,1,2,0,
1990,Jeff Hornacek,SG,313,337,1179,18,5,5,
1990,Ed Horton,PF,108,19,202,4,2,0,
1990,Eddie Hughes,PG,70,116,209,3,1,2,
1990,Jay Humphries,PG,269,472,1237,15,3,6,
1990,Byron Irvin,SG,74,47,258,5,1,1,
1990,Jaren Jackson,SG,24,13,67,2,1,0,
1990,Mark Jackson,PG,318,604,809,10,4,7,
1990,Michael Jackson,PG,7,8,10,1,0,0,
1990,Avery Johnson,PG,43,162,140,3,1,3,
1990,Buck Johnson,SF,381,252,1215,15,5,3,
1990,Dennis Johnson*,PG,201,485,531,7,3,6,
1990,Eddie Johnson,SF,246,107,1080,17,4,2,
1990,Eric Johnson,PG,28,64,54,1,1,1,
1990,Kevin Johnson,PG,270,846,1665,23,4,11,
1990,Magic Johnson*,PG,522,907,1765,22,7,11,
1990,Marques Johnson,SF,17,9,40,4,2,1,
1990,Steve Johnson,C,53,17,117,5,2,1,
1990,Steve Johnson,C,3,1,0,0,1,0,
1990,Steve Johnson,C,50,16,117,6,2,1,
1990,Vinnie Johnson,SG,256,255,804,10,3,3,
1990,Nate Johnston,PF-SF,23,1,46,2,1,0,
1990,Nate Johnston,SF,2,0,11,2,0,0,
1990,Nate Johnston,PF,21,1,35,2,1,0,
1990,Anthony Jones,SG,82,29,195,3,1,0,
1990,Caldwell Jones,PF,230,20,173,2,3,0,
1990,Charles Jones,C,504,139,256,3,6,2,
1990,Michael Jordan*,SG,565,519,2753,34,7,6,
1990,Shawn Kemp,PF,346,26,525,6,4,0,
1990,Tim Kempton,PF,218,118,383,5,3,2,
1990,Steve Kerr,PG,98,248,520,7,1,3,
1990,Jerome Kersey,SF,690,188,1310,16,8,2,
1990,Randolph Keys,SF,253,88,701,9,3,1,
1990,Randolph Keys,SF,137,39,365,8,3,1,
1990,Randolph Keys,SF,116,49,336,11,4,2,
1990,Stan Kimbrough,PG,7,5,16,2,1,1,
1990,Bernard King*,SF,404,376,1837,22,5,5,
1990,Stacey King,PF,384,87,728,9,5,1,
1990,Greg Kite,C,377,76,230,3,5,1,
1990,Joe Kleine,C,355,46,435,5,4,1,
1990,Jon Koncak,C,226,23,198,4,4,0,
1990,Frank Kornet,PF,71,21,113,2,1,0,
1990,Larry Krystkowiak,PF,76,25,112,7,5,2,
1990,Bill Laimbeer,C,780,171,981,12,10,2,
1990,Jerome Lane,PF,361,105,334,5,5,2,
1990,Andrew Lang,C,271,21,258,3,4,0,
1990,Jeff Lebo,SG,4,3,6,2,1,1,
1990,Eric Leckner,C,192,19,331,4,2,0,
1990,Tim Legler,SG,8,6,28,3,1,1,
1990,Gary Leonard,C,27,1,32,1,1,0,
1990,Jim Les,PG,7,21,23,3,1,3,
1990,Jim Les,PG,0,1,2,2,0,1,
1990,Jim Les,PG,7,20,21,4,1,3,
1990,Clifford Lett,PG,0,1,4,1,0,0,
1990,Fat Lever,SG,734,517,1443,18,9,7,
1990,Cliff Levingston,PF,319,80,516,7,4,1,
1990,Ralph Lewis,SG,6,0,10,1,1,0,
1990,Ralph Lewis,SG,0,0,0,0,0,0,
1990,Ralph Lewis,SG,6,0,10,3,2,0,
1990,Reggie Lewis,SG,347,225,1340,17,4,3,
1990,Todd Lichti,SG,151,116,630,8,2,1,
1990,Alton Lister,C,8,2,12,4,3,1,
1990,Lewis Lloyd,SG,18,11,69,3,1,1,
1990,Lewis Lloyd,SG,0,0,2,1,0,0,
1990,Lewis Lloyd,SG,18,11,67,4,1,1,
1990,Brad Lohaus,PF,398,168,732,9,5,2,
1990,Brad Lohaus,PF,110,62,210,8,4,2,
1990,Brad Lohaus,PF,288,106,522,10,6,2,
1990,Grant Long,PF,402,96,686,8,5,1,
1990,John Long,SG,83,85,404,8,2,2,
1990,Sidney Lowe,PG,163,337,187,2,2,4,
1990,John Lucas,PG,90,238,286,6,2,5,
1990,Rick Mahorn,PF,568,98,811,11,8,1,
1990,Dan Majerle,SG,430,188,809,11,6,3,
1990,Jeff Malone,SG,206,243,1820,24,3,3,
1990,Karl Malone*,PF,911,226,2540,31,11,3,
1990,Moses Malone*,C,812,130,1528,19,10,2,
1990,Danny Manning,PF,422,187,1154,16,6,3,
1990,Roy Marble,SG,24,11,51,2,1,0,
1990,Sarunas Marciulionis*,SG,221,121,905,12,3,2,
1990,Jeff Martin,SG,159,44,433,6,2,1,
1990,Anthony Mason,PF,34,7,37,2,2,0,
1990,Wes Matthews,PG,0,5,4,4,0,5,
1990,Vernon Maxwell,SG,228,296,714,9,3,4,
1990,Vernon Maxwell,SG,141,146,340,7,3,3,
1990,Vernon Maxwell,SG,87,150,374,12,3,5,
1990,Bob McCann,SF,12,6,26,3,1,1,
1990,Mel McCants,SF,6,2,22,2,0,0,
1990,George McCloud,SF,42,45,118,3,1,1,
1990,Tim McCormick,C,27,3,30,2,2,0,
1990,Rodney McCray,SF,669,377,1358,17,8,5,
1990,Xavier McDaniel,SF,447,171,1471,21,6,2,
1990,Mike McGee,SF,36,16,102,7,3,1,
1990,Kevin McHale*,PF,677,172,1712,21,8,2,
1990,Derrick McKey,SF,489,187,1254,16,6,2,
1990,Carlton McKinney,SG,12,7,18,3,2,1,
1990,Nate McMillan,SG,403,598,523,6,5,7,
1990,Mark McNamara,C,63,3,102,3,2,0,
1990,Scott Meents,PF,30,7,55,2,1,0,
1990,Reggie Miller*,SG,295,311,2016,25,4,4,
1990,Sam Mitchell,PF,462,89,1012,13,6,1,
1990,Paul Mokeski,C,99,17,151,4,3,0,
1990,Johnny Moore,PG,52,82,118,2,1,2,
1990,Chris Morris,SF,422,143,1187,15,5,2,
1990,Mike Morrison,SG,20,11,72,2,1,0,
1990,John Morton,SG,32,67,146,4,1,2,
1990,Chris Mullin*,SF,463,319,1956,25,6,4,
1990,Tod Murphy,C,564,106,680,8,7,1,
1990,Pete Myers,SG,96,135,244,5,2,3,
1990,Pete Myers,SG,28,35,46,2,1,1,
1990,Pete Myers,SG,68,100,198,7,2,4,
1990,Larry Nance,PF,516,161,1011,16,8,3,
1990,Calvin Natt,SF,35,9,57,4,3,1,
1990,Ed Nealy,PF,138,28,104,2,3,1,
1990,Chuck Nevitt,C,3,1,4,1,1,0,
1990,Johnny Newman,SF,191,180,1032,13,2,2,
1990,Kurt Nimphius,C,61,6,90,2,2,0,
1990,Dyron Nix,SF,26,5,39,2,1,0,
1990,Ken Norman,SF,470,160,1128,16,7,2,
1990,Charles Oakley,PF,727,146,889,15,12,2,
1990,Hakeem Olajuwon*,C,1149,234,1995,24,14,3,
1990,Jawann Oldham,C,16,1,9,2,3,0,
1990,Jawann Oldham,C,15,0,4,1,5,0,
1990,Jawann Oldham,C,1,1,5,2,0,0,
1990,Jose Ortiz,PF,15,7,42,3,1,1,
1990,Robert Parish*,C,796,103,1243,16,10,1,
1990,Zarko Paspalj,SF,30,10,72,3,1,0,
1990,Jim Paxson,PG,77,137,460,6,1,2,
1990,John Paxson,PG,119,335,819,10,1,4,
1990,Kenny Payne,SF,26,10,114,3,1,0,
1990,Will Perdue,C,214,46,294,4,3,1,
1990,Sam Perkins,SF,572,175,1206,16,8,2,
1990,Tim Perry,C,152,17,254,4,3,0,
1990,Chuck Person,SF,445,230,1515,20,6,3,
1990,Jim Petersen,C,160,23,172,4,4,1,
1990,Drazen Petrovic*,SG,111,116,583,8,1,2,
1990,Ricky Pierce,SG,167,133,1359,23,3,2,
1990,Ed Pinckney,PF,225,68,362,5,3,1,
1990,Scottie Pippen*,SF,547,444,1351,16,7,5,
1990,Olden Polynice,C,300,15,360,5,4,0,
1990,Terry Porter,PG,272,726,1406,18,3,9,
1990,Paul Pressey,SG,172,244,628,11,3,4,
1990,Harold Pressley,SF,309,149,636,9,4,2,
1990,Mark Price,PG,251,666,1430,20,3,9,
1990,Brian Quinnett,SG,28,11,40,1,1,0,
1990,Kurt Rambis,PF,525,135,462,6,7,2,
1990,Kurt Rambis,PF,120,28,146,9,8,2,
1990,Kurt Rambis,PF,405,107,316,5,7,2,
1990,Blair Rasmussen,C,594,82,1001,12,7,1,
1990,J.R. Reid,C,691,101,908,11,8,1,
1990,Robert Reid,SF,151,90,414,6,2,1,
1990,Robert Reid,SF,8,8,31,3,1,1,
1990,Robert Reid,SF,143,82,383,6,2,1,
1990,Jerry Reynolds,SF,323,180,858,13,5,3,
1990,Glen Rice,SF,352,138,1048,14,5,2,
1990,Pooh Richardson,PG,217,554,938,11,3,7,
1990,Mitch Richmond*,SG,360,223,1720,22,5,3,
1990,David Rivers,PG,85,155,219,4,2,3,
1990,Doc Rivers,PG,200,264,598,12,4,6,
1990,Fred Roberts,PF,311,147,857,10,4,2,
1990,Alvin Robertson,SG,559,445,1153,14,7,5,
1990,Clifford Robinson,PF,308,72,746,9,4,1,
1990,David Robinson*,C,983,164,1993,24,12,2,
1990,Dennis Rodman*,SF,792,72,719,9,10,1,
1990,Tree Rollins,C,153,24,125,3,3,1,
1990,Doug Roth,C,120,20,81,2,3,0,
1990,Scott Roth,SF,112,115,486,7,2,2,
1990,Jim Rowinski,PF,29,5,50,4,2,0,
1990,Brian Rowsom,PF,131,22,225,5,3,1,
1990,Donald Royal,SF,137,43,387,6,2,1,
1990,Delaney Rudd,PG,55,177,273,4,1,2,
1990,John Salley,PF,439,67,593,7,5,1,
1990,Ralph Sampson*,C,84,28,109,4,3,1,
1990,Jeff Sanders,PF,39,9,28,1,1,0,
1990,Mike Sanders,SF,230,89,510,6,3,1,
1990,Danny Schayes,C,342,61,551,10,6,1,
1990,Detlef Schrempf,PF,620,247,1267,16,8,3,
1990,Byron Scott,SG,242,274,1197,16,3,4,
1990,Rony Seikaly,C,766,78,1228,17,10,1,
1990,Brad Sellers,PF,89,33,264,4,2,1,
1990,Brad Sellers,PF,70,32,217,5,2,1,
1990,Brad Sellers,PF,19,1,47,3,1,0,
1990,Charles Shackleford,C,479,56,573,8,7,1,
1990,John Shasky,C,13,1,10,1,1,0,
1990,Purvis Short,SF,248,145,1072,13,3,2,
1990,Dexter Shouse,PG,0,2,0,0,0,1,
1990,Jerry Sichting,PG,19,94,121,3,1,3,
1990,Jerry Sichting,PG,19,92,118,3,1,3,
1990,Jerry Sichting,PG,0,2,3,3,0,2,
1990,Jack Sikma,C,492,229,986,14,7,3,
1990,Scott Skiles,PG,159,334,536,8,2,5,
1990,Charles Smith,PG,69,103,171,3,1,2,
1990,Charles Smith,PF,524,114,1645,21,7,1,
1990,Derek Smith,SF,172,109,668,9,2,1,
1990,Kenny Smith,PG,157,445,943,12,2,6,
1990,Kenny Smith,PG,120,303,688,15,3,7,
1990,Kenny Smith,PG,37,142,255,8,1,4,
1990,Larry Smith,PF,452,69,222,3,6,1,
1990,Michael Smith,PF,100,79,327,5,2,1,
1990,Otis Smith,SF,300,147,875,13,5,2,
1990,Rik Smits,C,512,142,1271,16,6,2,
1990,Mike Smrek,C,34,1,21,2,3,0,
1990,Rory Sparrow,PG,138,298,487,6,2,4,
1990,John Stockton*,PG,206,1134,1345,17,3,15,
1990,Greg Stokes,PF,5,0,4,0,0,0,
1990,Rod Strickland,PG,259,468,868,11,3,6,
1990,Rod Strickland,PG,126,219,429,8,2,4,
1990,Rod Strickland,PG,133,249,439,14,4,8,
1990,Jon Sundvold,SG,71,102,384,6,1,2,
1990,Roy Tarpley,PF,589,67,758,17,13,1,
1990,Jay Taylor,SG,11,5,51,3,1,0,
1990,Leonard Taylor,PF,12,1,11,1,1,0,
1990,Terry Teagle,SF,367,155,1323,16,4,2,
1990,Reggie Theus,SG,221,407,1438,19,3,5,
1990,Isiah Thomas*,PG,308,765,1492,18,4,9,
1990,Billy Thompson,SF,551,166,867,11,7,2,
1990,LaSalle Thompson,C,630,106,554,7,8,1,
1990,Mychal Thompson,C,477,43,706,10,7,1,
1990,Bob Thornton,PF,133,17,123,2,2,0,
1990,Otis Thorpe,PF,734,261,1401,17,9,3,
1990,Sedale Threatt,PG,115,216,744,11,2,3,
1990,Wayman Tisdale,PF,595,108,1758,22,8,1,
1990,Tom Tolbert,PF,363,58,616,9,5,1,
1990,Sedric Toney,PG,60,174,264,4,1,3,
1990,Sedric Toney,PG,14,52,88,3,0,2,
1990,Sedric Toney,PG,46,122,176,6,1,4,
1990,Kelly Tripucka,SF,322,224,1232,16,4,3,
1990,Trent Tucker,SG,174,173,667,8,2,2,
1990,Andre Turner,PG,8,23,26,2,1,2,
1990,Andre Turner,PG,5,3,4,1,2,1,
1990,Andre Turner,PG,3,20,22,3,0,3,
1990,Henry Turner,PF,50,22,156,4,1,1,
1990,Jeff Turner,PF,227,53,308,5,4,1,
1990,Melvin Turpin,C,221,27,276,5,4,0,
1990,Kelvin Upshaw,SG,41,54,160,4,1,1,
1990,Kelvin Upshaw,SG,13,28,30,2,1,2,
1990,Kelvin Upshaw,SG,0,0,2,1,0,0,
1990,Kelvin Upshaw,SG,28,26,128,6,1,1,
1990,Kiki Vandeweghe,SF,53,41,258,12,2,2,
1990,Jay Vincent,SF,62,18,214,5,2,0,
1990,Jay Vincent,SF,36,8,124,7,2,0,
1990,Jay Vincent,SF,26,10,90,4,1,0,
1990,Sam Vincent,PG,194,354,705,11,3,6,
1990,Gary Voce,PF,2,0,2,2,2,0,
1990,Alexander Volkov,C,119,83,357,5,2,1,
1990,Mark Wade,PG,0,2,0,0,0,2,
1990,Darrell Walker,PG,714,652,772,10,9,8,
1990,Kenny Walker,PF,343,49,535,8,5,1,
1990,Spud Webb,PG,201,477,751,9,2,6,
1990,Chris Welp,C,48,9,65,2,2,0,
1990,Chris Welp,C,12,5,15,1,1,0,
1990,Chris Welp,C,36,4,50,4,3,0,
1990,Bill Wennington,C,198,41,270,5,3,1,
1990,Doug West,SG,70,18,135,3,1,0,
1990,Mark West,C,728,45,861,11,9,1,
1990,Randy White,PF,173,21,237,4,3,0,
1990,Mitchell Wiggins,SG,286,104,1024,16,4,2,
1990,Morlon Wiley,PG,52,114,229,6,1,3,
1990,Dominique Wilkins*,SF,521,200,2138,27,7,3,
1990,Eddie Lee,C,265,16,371,5,3,0,
1990,Gerald Wilkins,SG,371,330,1191,15,5,4,
1990,Buck Williams,PF,800,116,1114,14,10,1,
1990,Herb Williams,C,391,119,700,9,5,1,
1990,Hot Rod,PF,663,168,1381,17,8,2,
1990,John Williams,SF,136,84,327,18,8,5,
1990,Micheal Williams,PG,32,81,156,6,1,3,
1990,Micheal Williams,PG,1,4,5,1,0,1,
1990,Micheal Williams,PG,31,77,151,7,1,4,
1990,Mike Williams,PF-SF,23,2,15,1,1,0,
1990,Mike Williams,PF,22,2,15,1,1,0,
1990,Mike Williams,SF,1,0,0,0,0,0,
1990,Reggie Williams,SF,83,53,320,7,2,1,
1990,Reggie Williams,SF,15,10,60,12,3,2,
1990,Reggie Williams,SF,60,38,218,7,2,1,
1990,Reggie Williams,SF,8,5,42,4,1,1,
1990,Kevin Willis,PF,645,57,1006,12,8,1,
1990,David Wingate,SG,195,208,527,7,3,3,
1990,Randy Wittman,SF,30,39,130,2,0,1,
1990,Joe Wolf,C,232,62,370,5,3,1,
1990,Leon Wood,SG,12,47,50,2,0,2,
1990,Mike Woodson,SG,88,66,394,6,1,1,
1990,Orlando Woolridge,SF,185,96,788,13,3,2,
1990,Haywoode Workman,PG,3,2,6,1,1,0,
1990,James Worthy*,SF,478,288,1685,21,6,4,
1990,Danny Young,PG,122,231,383,5,1,3,
1990,Michael Young,SF,86,24,219,5,2,1,
,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
1991,Alaa Abdelnaby,PF,89,12,135,3,2,0,
1991,Mahmoud Abdul-Rauf,PG,121,206,942,14,2,3,
1991,Mark Acres,C,359,25,285,4,5,0,
1991,Michael Adams,PG,256,693,1752,27,4,11,
1991,Mark Aguirre,SF,374,139,1104,14,5,2,
1991,Danny Ainge,SG,205,285,890,11,3,4,
1991,Mark Alarie,PF,117,45,244,6,3,1,
1991,Steve Alford,PG,24,22,151,4,1,1,
1991,Greg Anderson,PF,318,16,292,4,5,0,
1991,Greg Anderson,PF,75,3,70,3,3,0,
1991,Greg Anderson,PF,6,1,8,8,6,1,
1991,Greg Anderson,PF,237,12,214,5,6,0,
1991,Nick Anderson,SG,386,106,990,14,6,2,
1991,Ron Anderson,SF,367,115,1198,15,4,1,
1991,Willie Anderson,SG,351,358,1083,14,5,5,
1991,Michael Ansley,SF,253,25,379,6,4,0,
1991,B.J. Armstrong,PG,149,301,720,9,2,4,
1991,Vincent Askew,SG,11,13,33,5,2,2,
1991,Keith Askins,SF,68,19,86,2,2,0,
1991,Milos Babic,PF,9,4,19,2,1,0,
1991,Thurl Bailey,PF,407,124,1017,12,5,2,
1991,Cedric Ball,PF,11,0,8,1,2,0,
1991,Ken Bannister,PF,96,9,111,2,2,0,
1991,Charles Barkley*,SF,680,284,1849,28,10,4,
1991,Dana Barros,PG,71,111,418,6,1,2,
1991,John Battle,SG,159,217,1078,14,2,3,
1991,Kenny Battle,SG,176,62,339,6,3,1,
1991,Kenny Battle,SG,53,15,96,6,3,1,
1991,Kenny Battle,SG,123,47,243,6,3,1,
1991,William Bedford,C,131,32,272,5,2,1,
1991,Benoit Benjamin,C,723,119,982,14,10,2,
1991,Benoit Benjamin,C,469,74,581,15,12,2,
1991,Benoit Benjamin,C,254,45,401,13,8,1,
1991,Winston Bennett,SF,64,28,115,4,2,1,
1991,Larry Bird*,SF,509,431,1164,19,8,7,
1991,Rolando Blackman,SG,256,301,1590,20,3,4,
1991,Lance Blanks,SG,20,26,64,2,1,1,
1991,Mookie Blaylock,PG,249,441,1017,14,3,6,
1991,Muggsy Bogues,PG,216,669,568,7,3,8,
1991,Manute Bol,C,350,20,155,2,4,0,
1991,Anthony Bonner,PF,161,49,250,7,5,1,
1991,Sam Bowie,C,480,147,801,13,8,2,
1991,Randy Breuer,C,345,73,429,6,5,1,
1991,Frank Brickowski,PF,426,131,942,13,6,2,
1991,Scott Brooks,PG,72,204,424,5,1,3,
1991,Chucky Brown,SF,213,80,627,8,3,1,
1991,Dee Brown,PG,182,344,712,9,2,4,
1991,Mike Brown,C,337,49,390,5,4,1,
1991,Tony Brown,SG-SF,43,16,83,3,1,1,
1991,Tony Brown,SF,4,3,5,1,1,0,
1991,Tony Brown,SG,39,13,78,3,2,1,
1991,Mark Bryant,PF,190,27,272,5,4,1,
1991,Jud Buechler,SF,141,51,232,3,2,1,
1991,Matt Bullard,PF,14,2,39,2,1,0,
1991,Willie Burton,SF,262,107,915,12,3,1,
1991,Greg Butler,C,16,1,14,2,2,0,
1991,Michael Cage,C,558,89,522,6,7,1,
1991,Adrian Caldwell,PF,100,8,77,2,2,0,
1991,Rick Calloway,SG,78,61,205,3,1,1,
1991,Elden Campbell,PF,96,10,144,3,2,0,
1991,Tony Campbell,SG,346,214,1678,22,4,3,
1991,Antoine Carr,PF,420,191,1551,20,5,2,
1991,Joe Barry,C,24,11,37,3,2,1,
1991,Bill Cartwright,C,486,126,760,10,6,2,
1991,Terry Catledge,PF,355,58,745,15,7,1,
1991,Duane Causwell,C,391,69,525,7,5,1,
1991,Cedric Ceballos,SF,150,35,519,8,2,1,
1991,Tom Chambers,PF,490,194,1511,20,6,3,
1991,Rex Chapman,PG,191,250,1102,16,3,4,
1991,Maurice Cheeks,PG,173,435,592,8,2,6,
1991,Derrick Chievous,SF,18,2,43,2,1,0,
1991,Richard Coffey,SF,79,3,68,1,2,0,
1991,Derrick Coleman,PF,759,163,1364,18,10,2,
1991,Bimbo Coles,PG,153,232,401,5,2,3,
1991,Steve Colter,PG,26,37,58,3,1,2,
1991,Lester Conner,PG,112,165,260,4,2,2,
1991,Lester Conner,PG,57,58,145,4,2,2,
1991,Lester Conner,PG,55,107,115,3,1,3,
1991,Anthony Cook,PF,326,26,307,5,6,0,
1991,Wayne Cooper,C,188,22,147,2,3,0,
1991,Tyrone Corbin,SF,589,347,1472,18,7,4,
1991,Dave Corzine,C,33,4,47,2,1,0,
1991,Pat Cummings,PF,5,0,15,4,1,0,
1991,Terry Cummings,PF,521,157,1177,18,8,2,
1991,Earl Cureton,PF,36,3,17,2,4,0,
1991,Dell Curry,SG,199,166,802,11,3,2,
1991,Quintin Dailey,SG,32,16,184,6,1,1,
1991,Adrian Dantley*,SF,13,9,57,6,1,1,
1991,Brad Daugherty,C,830,253,1645,22,11,3,
1991,Brad Davis,PG,118,230,431,5,1,3,
1991,Terry Davis,PF,266,39,300,5,5,1,
1991,Walter Davis,SG,181,125,924,13,3,2,
1991,Walter Davis,SG,123,84,728,19,3,2,
1991,Walter Davis,SG,58,41,196,6,2,1,
1991,Johnny Dawkins,PG,16,28,63,16,4,7,
1991,Tony Dawson,SF,2,0,9,2,1,0,
1991,Byron Dinkins,PG,12,19,36,3,1,2,
1991,Byron Dinkins,PG,11,19,34,3,1,2,
1991,Byron Dinkins,PG,1,0,2,1,1,0,
1991,Vlade Divac,C,666,92,921,11,8,1,
1991,James Donaldson,C,727,69,819,10,9,1,
1991,Sherman Douglas,PG,209,624,1352,19,3,9,
1991,Greg Dreiling,C,255,51,259,4,3,1,
1991,Larry Drew,PG,34,118,139,3,1,2,
1991,Clyde Drexler*,SG,546,493,1767,22,7,6,
1991,Kevin Duckworth,C,531,89,1282,16,7,1,
1991,Chris Dudley,C,511,37,434,7,8,1,
1991,Joe Dumars*,SG,187,443,1629,20,2,6,
1991,T.R. Dunn,SG,42,24,52,3,2,1,
1991,Ledell Eackles,SG,128,136,868,13,2,2,
1991,Mark Eaton,C,667,51,409,5,8,1,
1991,Blue Edwards,SF,201,108,576,9,3,2,
1991,James Edwards,C,277,65,982,14,4,1,
1991,Kevin Edwards,SG,205,240,955,12,3,3,
1991,Craig Ehlo,SG,388,376,832,10,5,5,
1991,Mario Elie,SF-SG,110,45,237,7,3,1,
1991,Mario Elie,SG,1,1,6,2,0,0,
1991,Mario Elie,SF,109,44,231,8,4,1,
1991,Sean Elliott,SF,456,238,1301,16,6,3,
1991,Dale Ellis,SG,173,95,857,17,3,2,
1991,Dale Ellis,SG,92,64,451,15,3,2,
1991,Dale Ellis,SG,81,31,406,19,4,1,
1991,Pervis Ellison,C,585,102,791,10,8,1,
1991,A.J. English,SG,147,177,616,9,2,3,
1991,Alex English*,SF,254,105,763,10,3,1,
1991,Patrick Ewing*,C,905,244,2154,27,11,3,
1991,Jim Farmer,SG,68,38,255,9,3,1,
1991,Jim Farmer,SG,5,0,6,3,3,0,
1991,Jim Farmer,SG,63,38,249,10,3,2,
1991,Dave Feitl,C,100,8,137,3,2,0,
1991,Duane Ferrell,SF,179,55,475,6,2,1,
1991,Danny Ferry,PF,286,142,697,9,4,2,
1991,Vern Fleming,PG,214,369,877,13,3,5,
1991,Sleepy Floyd,PG,159,317,1005,12,2,4,
1991,Greg Foster,PF,151,37,236,4,3,1,
1991,Anthony Frederick,SF,84,44,177,5,2,1,
1991,Corey Gaines,SG,14,91,83,8,1,9,
1991,Kevin Gamble,SF,267,256,1281,16,3,3,
1991,Winston Garland,PG,198,317,564,8,3,5,
1991,Tom Garrick,SG,127,223,260,4,2,3,
1991,Kenny Gattison,PF,379,44,650,9,5,1,
1991,Tate George,PG,47,104,192,3,1,2,
1991,Derrick Gervin,PF,110,30,425,8,2,1,
1991,Kendall Gill,SG,263,303,906,11,3,4,
1991,Armen Gilliam,PF,598,105,1242,17,8,1,
1991,Armen Gilliam,PF,234,27,494,20,9,1,
1991,Armen Gilliam,PF,364,78,748,15,7,2,
1991,Gerald Glass,SF,102,42,352,7,2,1,
1991,Mike Gminski,C,582,93,844,11,7,1,
1991,Mike Gminski,C,201,33,272,9,7,1,
1991,Mike Gminski,C,381,60,572,11,8,1,
1991,Dan Godfread,C,2,0,13,1,0,0,
1991,Jim Grandholm,PF,50,8,79,3,2,0,
1991,Gary Grant,PG,209,587,590,9,3,9,
1991,Greg Grant,PG,10,20,26,1,0,1,
1991,Harvey Grant,PF,557,204,1405,18,7,3,
1991,Horace Grant,PF,659,178,1000,13,8,2,
1991,Stuart Gray,C,10,0,11,1,1,0,
1991,Jeff Grayer,SG,246,123,521,6,3,2,
1991,A.C. Green,PF,516,71,750,9,6,1,
1991,Rickey Green,PG,137,413,793,10,2,5,
1991,Sidney Green,PF,313,52,443,7,5,1,
1991,Dave Greenwood,PF,221,52,239,4,4,1,
1991,Darrell Griffith,SG,90,37,430,6,1,0,
1991,Scott Haffner,PG,4,9,17,2,1,1,
1991,Jack Haley,PF,356,31,434,6,5,0,
1991,Tom Hammonds,PF,206,43,367,5,3,1,
1991,Bob Hansen,SG,96,90,229,6,3,3,
1991,Tim Hardaway,PG,332,793,1881,23,4,10,
1991,Derek Harper,PG,233,548,1519,20,3,7,
1991,Ron Harper,SG,188,209,763,20,5,5,
1991,Tony Harris,SG,1,0,10,2,0,0,
1991,Scott Hastings,PF,28,7,48,2,1,0,
1991,Hersey Hawkins,SG,310,299,1767,22,4,4,
1991,Gerald Henderson,PG,37,62,123,5,2,3,
1991,Steve Henson,PG,51,131,214,3,1,2,
1991,Mike Higgins,SF,5,2,16,2,1,0,
1991,Rod Higgins,SF,354,113,776,9,4,1,
1991,Sean Higgins,SF,63,35,225,5,1,1,
1991,Tyrone Hill,PF,383,19,390,5,5,0,
1991,Roy Hinson,PF,19,4,41,5,2,0,
1991,Craig Hodges,SG,42,97,362,5,1,1,
1991,Dave Hoppen,C,39,3,64,2,1,0,
1991,Dave Hoppen,C,30,3,44,2,2,0,
1991,Dave Hoppen,C,9,0,20,2,1,0,
1991,Dennis Hopson,SF,109,65,264,4,2,1,
